Date & Time,Product,Credits,Listing Title,Listing URL
2025-10-04 14:35:04+00:00,Premium Refresh,109,"0% Downpayment | AED 2,300 P/M | Service and Warranty Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2024/10/14/mercedes-benz-glc-200-suv-i-aed-3205-pm-2-193---00614f830dec42b59c7a1252e8982523/
2025-10-04 14:35:01+00:00,Premium Refresh,138,"0% Downpayment | AED 4,168 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2025/9/13/0-downpayment-aed-4240-pm-warranty-and-ser-2-772---5d321e32915a419899c8a5be060978a0/
2025-10-04 14:34:55+00:00,Refresh,50,"0% DP | AED 1,983 P/M | EMC Mercedes-Benz Warranty",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/26/0-dp-aed-1983-pm-emc-mercedes-benz-warrant-2-787---4f645692da194b60a821a5dcfe3ae23a/
2025-10-04 14:34:51+00:00,Refresh,54,"0% Downpayment | AED 2,874 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/9/24/0-downpayment-aed-2874-pm-dealer-warranty--2-279---a8e96266d0564ee080fda73db3015d0c/
2025-10-04 14:34:21+00:00,Featured,88,"0% Downpayment | AED 2,156 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/24/0-downpayment-aed-2156-pm-dealer-warranty--2-127---be453da8be024779ade070190bd7e46b/
2025-10-04 14:34:17+00:00,Refresh,48,"0% Downpayment | AED 2,156 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/24/0-downpayment-aed-2156-pm-dealer-warranty--2-127---be453da8be024779ade070190bd7e46b/
2025-10-04 14:34:13+00:00,Featured,143,"BRABUS GLS 800 | 0% DP | AED 7,762 P/M | Warranty   Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2024/9/16/mercedes-amg-gls63-4matic-brabus-800-i-aed-2-473---8014b29de1ec44b7827e1379cffb2b10/
2025-10-04 14:34:10+00:00,Featured,92,"0% Downpayment | AED 2,946 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cls-class/2025/9/20/0-downpayment-aed-3862-pm-warranty-and-ser-2-397---a2d4e47bf4dd41408a7daa201d397067/
2025-10-04 14:34:05+00:00,Refresh,70,"BRABUS GLS 800 | 0% DP | AED 7,762 P/M | Warranty   Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2024/9/16/mercedes-amg-gls63-4matic-brabus-800-i-aed-2-473---8014b29de1ec44b7827e1379cffb2b10/
2025-10-04 14:34:02+00:00,Refresh,51,"0% Downpayment | AED 2,946 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cls-class/2025/9/20/0-downpayment-aed-3862-pm-warranty-and-ser-2-397---a2d4e47bf4dd41408a7daa201d397067/
2025-10-04 14:33:54+00:00,Refresh,71,2005 Mercedes-Benz SLR McLaren - 1 of 2157 Built,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/slr/2024/9/17/2005-mercedes-benz-slr-mclaren-2-430---dedd3f7a59e84ea79f2206e395cbc3fa/
2025-10-04 14:33:50+00:00,Featured,88,"0% Downpayment | AED 2,999 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/20/0-downpayment-aed-2999-pm-dealer-warranty--2-112---65a81b751e5d427bb2c531fdab40ab79/
2025-10-04 14:33:46+00:00,Refresh,48,"0% Downpayment | AED 2,999 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/20/0-downpayment-aed-2999-pm-dealer-warranty--2-112---65a81b751e5d427bb2c531fdab40ab79/
2025-10-04 14:33:33+00:00,Featured Refresh,48,"0% Downpayment | AED 6,181 P/M | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/amg/2025/9/20/0-downpayment-aed-8085-pm-warranty-and-ser-2-951---163c53514ce74125ae21c39cc0f52e63/
2025-10-04 14:33:30+00:00,Featured Refresh,48,"0% Downpayment | AED 6,109 P/M | Rovelver VIP Royal Edition | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2025/9/18/0-downpayment-aed-7636-pm-warranty-and-ser-2-129---3a98f25a5276470bbd1407ff14439798/
2025-10-04 14:32:55+00:00,Featured Refresh,55,"0% Downpayment | AED 8,444 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-coupe/2025/9/20/0-downpayment-aed-8444-pm-dealer-warranty--2-049---ac88bffbb61f4725b48b4b15acc787d7/
2025-10-04 14:31:52+00:00,Premium,331,"S63 AMG COUPE | 0% DP | AED 3,377 P/M | Warranty   Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2025/9/26/s63-amg-coupe-0-dp-aed-3377-pm-warranty-se-2-720---2f6eefa346834d7eb325bdd05c8b06fa/
2025-10-04 14:31:48+00:00,Refresh,62,"S63 AMG COUPE | 0% DP | AED 3,377 P/M | Warranty   Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2025/9/26/s63-amg-coupe-0-dp-aed-3377-pm-warranty-se-2-720---2f6eefa346834d7eb325bdd05c8b06fa/
2025-10-03 14:53:16+00:00,Featured Refresh,48,"0% Downpayment | AED 6,181 P/M | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/amg/2025/9/20/0-downpayment-aed-8085-pm-warranty-and-ser-2-951---163c53514ce74125ae21c39cc0f52e63/
2025-10-03 14:53:13+00:00,Featured Refresh,48,"0% Downpayment | AED 6,109 P/M | Rovelver VIP Royal Edition | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2025/9/18/0-downpayment-aed-7636-pm-warranty-and-ser-2-129---3a98f25a5276470bbd1407ff14439798/
2025-10-03 14:52:44+00:00,Premium,258,MERCEDES-BENZ SL63 AMG | Warranty and Service Package Available,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/sl-class/2025/9/12/mercedes-benz-sl63-amg-2-401---2d270c192c8845ec8f85420a7350b071/
2025-10-03 14:52:41+00:00,Refresh,48,MERCEDES-BENZ SL63 AMG | Warranty and Service Package Available,https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/sl-class/2025/9/12/mercedes-benz-sl63-amg-2-401---2d270c192c8845ec8f85420a7350b071/
2025-10-03 14:51:57+00:00,Premium,253,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/6/19/0-downpayment-aed-2012-pm-warranty-and-ser-2-726---5bb60202eabe4c5197514d92260918ca/
2025-10-03 14:51:54+00:00,Refresh,48,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/6/19/0-downpayment-aed-2012-pm-warranty-and-ser-2-726---5bb60202eabe4c5197514d92260918ca/
2025-10-03 14:51:37+00:00,Premium Refresh,102,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/8/2/0-downpayment-aed-1724-pm-warranty-and-ser-2-543---950a2c293c6b468d93c2a98785d5781b/
2025-10-03 14:51:28+00:00,Premium Refresh,104,"0% Downpayment | AED 2,156 P/M | Service and Warranty Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2024/12/26/2021-mercedes-benz-glc-200-4matic-suv-aed--2-436---93cadb70e8f1448facbede803f3a20db/
2025-10-03 14:51:12+00:00,Premium Refresh,121,"0% Downpayment | AED 2,946 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/9/21/0-downpayment-aed-3737-pm-dealer-warranty--2-982---8f5c397fa51144cf9023bc6633d9c306/
2025-10-03 14:51:08+00:00,Premium Refresh,109,"0% Downpayment | AED 3,090 P/M | Gargash Mercedes-Benz Service  Warranty | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glb/2025/9/27/0-downpayment-aed-3090-pm-gargash-mercedes-2-099---ff89df6e928341afadc3803b389c8e34/
2025-10-03 14:51:01+00:00,Premium Refresh,164,"0% Downpayment | AED 4,973 P/M | 7 Seats | Gargash Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-class/2025/9/20/0-downpayment-aed-6288-pm-dealer-warranty--2-988---76988316dedd4c34a60efae21e630478/
2025-10-02 16:52:28+00:00,Premium Refresh,102,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/6/19/0-downpayment-aed-2012-pm-warranty-and-ser-2-726---5bb60202eabe4c5197514d92260918ca/
2025-10-02 16:52:03+00:00,Featured,119,"0% Downpayment | AED 6,109 P/M | Rovelver VIP Royal Edition | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2025/9/18/0-downpayment-aed-7636-pm-warranty-and-ser-2-129---3a98f25a5276470bbd1407ff14439798/
2025-10-02 16:51:42+00:00,Featured,119,"0% Downpayment | AED 6,181 P/M | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/amg/2025/9/20/0-downpayment-aed-8085-pm-warranty-and-ser-2-951---163c53514ce74125ae21c39cc0f52e63/
2025-10-02 16:51:28+00:00,Featured,88,"0% Downpayment | AED 2,694 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/21/0-downpayment-aed-2694-pm-dealer-warranty--2-726---6611614fccde48eeb0bfc697cd532ec5/
2025-10-02 16:50:51+00:00,Featured,137,"0% Downpayment | AED 8,444 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-coupe/2025/9/20/0-downpayment-aed-8444-pm-dealer-warranty--2-049---ac88bffbb61f4725b48b4b15acc787d7/
2025-10-02 16:50:41+00:00,Refresh,67,"0% Downpayment | AED 8,444 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-coupe/2025/9/20/0-downpayment-aed-8444-pm-dealer-warranty--2-049---ac88bffbb61f4725b48b4b15acc787d7/
2025-10-02 16:50:29+00:00,Refresh,48,"0% Downpayment | AED 2,694 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/21/0-downpayment-aed-2694-pm-dealer-warranty--2-726---6611614fccde48eeb0bfc697cd532ec5/
2025-10-02 16:50:15+00:00,Refresh,48,"0% Downpayment | AED 2,999 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/20/0-downpayment-aed-2999-pm-dealer-warranty--2-112---65a81b751e5d427bb2c531fdab40ab79/
2025-10-02 16:50:00+00:00,Refresh,59,"0% Downpayment | AED 6,181 P/M | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/amg/2025/9/20/0-downpayment-aed-8085-pm-warranty-and-ser-2-951---163c53514ce74125ae21c39cc0f52e63/
2025-10-02 16:49:47+00:00,Refresh,54,"0% Downpayment | AED 2,731 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/9/4/0-downpayment-aed-2846-pm-warranty-and-ser-2-979---1a6dec20e5a24fada4933fb72a8e4565/
2025-10-02 16:49:39+00:00,Refresh,59,"0% Downpayment | AED 6,109 P/M | Rovelver VIP Royal Edition | Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2025/9/18/0-downpayment-aed-7636-pm-warranty-and-ser-2-129---3a98f25a5276470bbd1407ff14439798/
2025-10-02 16:49:15+00:00,Premium Refresh,109,"0% Downpayment | AED 2,443 P/M | Gargash Warranty and Service Package | Low Mileage",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/4/0-downpayment-aed-2443-pm-gargash-warranty-2-834---ec4077ac96ee43eda3c55ce6eadaf87f/
2025-10-02 16:49:02+00:00,Premium Refresh,104,"0% Downpayment | AED 2,817 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2025/9/19/0-downpayment-aed-3593-pm-warranty-and-ser-2-486---8cc2a920d31143febfd30f88e29ce392/
2025-10-02 16:48:50+00:00,Premium Refresh,108,"0% Downpayment | AED 1,868 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/9/30/0-downpayment-aed-1868-pm-warranty-and-ser-2-925---c940a216c6a54df9bbdeacaac16b7bb8/
2025-10-02 16:48:39+00:00,Premium Refresh,138,"0% Downpayment | AED 3,665 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/9/4/0-downpayment-aed-4692-pm-warranty-and-ser-2-544---50956b065aff4a23a53bd81dd5ba88f7/
2025-10-02 16:48:30+00:00,Premium Refresh,108,"0% DP | AED 2,012 P/M | EMC Mercedes-Benz Warranty",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/26/0-dp-aed-2012-pm-emc-mercedes-benz-warrant-2-189---67d969acd27649ceb2dc6fd67785b0a0/
2025-10-02 16:48:19+00:00,Premium Refresh,98,"0% Downpayment | AED 2,443 P/M | 200K Gargash Warranty and Service | Gargash Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc-coupe/2025/8/21/0-downpayment-aed-2659-pm-gargash-warranty-2-980---a97d4ae5b957435c9e1a93af66c9335a/
2025-10-02 08:06:37+00:00,Premium Refresh,126,"0% Downpayment | AED 4,312 P/M | Gargash Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/9/30/0-downpayment-aed-4312-pm-gargash-dealer-w-2-294---a2f860dcba48457d93bd6d8c9bac9eac/
2025-10-02 08:06:09+00:00,Premium Refresh,109,"0% Downpayment | AED 2,300 P/M | Service and Warranty Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2024/10/14/mercedes-benz-glc-200-suv-i-aed-3205-pm-2-193---00614f830dec42b59c7a1252e8982523/
2025-10-02 08:05:57+00:00,Premium Refresh,102,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/8/2/0-downpayment-aed-1724-pm-warranty-and-ser-2-543---950a2c293c6b468d93c2a98785d5781b/
2025-10-02 08:05:55+00:00,Premium Refresh,138,"0% Downpayment | AED 4,168 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2025/9/13/0-downpayment-aed-4240-pm-warranty-and-ser-2-772---5d321e32915a419899c8a5be060978a0/
2025-10-01 07:48:59+00:00,Premium Refresh,104,"0% Downpayment | AED 2,156 P/M | Service and Warranty Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2024/12/26/2021-mercedes-benz-glc-200-4matic-suv-aed--2-436---93cadb70e8f1448facbede803f3a20db/
2025-10-01 07:47:18+00:00,Featured Refresh,39,"0% Downpayment | AED 2,731 P/M | EMC Mercedes Warranty | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/7/7/0-downpayment-aed-3406-pm-emc-warranty-ser-2-937---cddbdccb1c1b480795194cd17fe020a2/
2025-10-01 07:47:12+00:00,Premium Refresh,191,"0% Downpayment | AED 6,411 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2025/9/18/0-downpayment-aed-8013-pm-warranty-and-ser-2-270---d5e3f83866cb4b838e6e74b3919ad0f1/
2025-10-01 07:47:06+00:00,Premium Refresh,102,"0% Downpayment | AED 1,652 P/M | Warranty and Service Package Available | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/6/19/0-downpayment-aed-2012-pm-warranty-and-ser-2-726---5bb60202eabe4c5197514d92260918ca/
2025-10-01 07:47:00+00:00,Featured Refresh,39,"0% Downpayment | AED 2,817 P/M | 7-SEAT | Warranty and Service Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2025/6/19/0-downpayment-aed-3469-pm-7-seat-gargash-w-2-053---1e331d29a028493bb02e67ba571d18ca/
2025-10-01 07:46:58+00:00,Premium Refresh,108,"0% DP | AED 1,983 P/M | EMC Mercedes-Benz Warranty",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/26/0-dp-aed-1983-pm-emc-mercedes-benz-warrant-2-787---4f645692da194b60a821a5dcfe3ae23a/
2025-10-01 07:46:44+00:00,Premium,301,"0% Downpayment | AED 2,946 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/9/21/0-downpayment-aed-3737-pm-dealer-warranty--2-982---8f5c397fa51144cf9023bc6633d9c306/
2025-10-01 07:46:31+00:00,Refresh,57,"0% Downpayment | AED 2,946 P/M | Dealer Warranty and Service Package Included",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/9/21/0-downpayment-aed-3737-pm-dealer-warranty--2-982---8f5c397fa51144cf9023bc6633d9c306/
2025-10-01 07:46:26+00:00,Premium Refresh,109,"0% Downpayment | AED 3,090 P/M | Gargash Mercedes-Benz Service  Warranty | Full-Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glb/2025/9/27/0-downpayment-aed-3090-pm-gargash-mercedes-2-099---ff89df6e928341afadc3803b389c8e34/
2025-10-01 07:46:18+00:00,Premium,271,"0% Downpayment | AED 2,443 P/M | Gargash Warranty and Service Package | Low Mileage",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/4/0-downpayment-aed-2443-pm-gargash-warranty-2-834---ec4077ac96ee43eda3c55ce6eadaf87f/
2025-10-01 07:46:16+00:00,Refresh,51,"0% Downpayment | AED 2,443 P/M | Gargash Warranty and Service Package | Low Mileage",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2025/9/4/0-downpayment-aed-2443-pm-gargash-warranty-2-834---ec4077ac96ee43eda3c55ce6eadaf87f/
2025-10-01 07:46:09+00:00,Premium,258,"0% Downpayment | AED 2,817 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2025/9/19/0-downpayment-aed-3593-pm-warranty-and-ser-2-486---8cc2a920d31143febfd30f88e29ce392/
2025-10-01 07:46:06+00:00,Refresh,48,"0% Downpayment | AED 2,817 P/M | Warranty and Service Package Available | Full Service History",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gls-class/2025/9/19/0-downpayment-aed-3593-pm-warranty-and-ser-2-486---8cc2a920d31143febfd30f88e29ce392/
2025-10-01 07:46:02+00:00,Premium Refresh,114,"0% Downpayment | AED 2,874 P/M | Dealer Warranty and Service Package Available",https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/9/24/0-downpayment-aed-2874-pm-dealer-warranty--2-279---a8e96266d0564ee080fda73db3015d0c/



